Ranking,Nombre,Cargo,Patrimonio_Mill.euros,Ranking_2017,Ranking_Sexo,Ranking_CCAA,Valor_bolsa.100,Variacion_patrimonio.100,Variacion_patrimonio,Sector,Empresas,Descripcion,CCAA,Familia
164,Miguel Torres Riera y familia,Propietarios de Bodegas Miguel Torres,290,148,66,47,2.1,0,0,"Vino, Alimentación",Bodegas Torres,"Miguel Torres controla casi dos tercios de las bodegas Torres (27 filiales, 1.360 trabajadores), con sede en Vilafranca del Penedés. El resto se reparte entre sus hermanos Juan (vicepresidente) y Marimar.                                La bodega va camino de los 140 años, exporta a 150 países, mueve un negocio anual de 263 millones (2016) y cifra sus activos en casi 400 millones.                                En los años 90 abandonó el uso de pesticidas en sus viñedos.                                Marimar Torres se estableció hace cinco décadas en California. Sus viñedos Marimar Estate Vineyads & Winery (30 hectáreas) se ubican 80 km. al norte de San Francisco. Su bodega opera desde 1992.                                En Chile, el grupo dispone de ocho fincas con 1.800 hectáreas. En 2016 compró en la Patagonia 740 hectáreas aún no explotadas.                            ",Cataluña,Familia
163,Miguel Gallego Jurado y familia,Dueños de Migasa,300,146,82,12,0,3.4,10,"Alimentación, Agricultura","Migasa, La Masía","Miguel, Antonio y Diego Gallego heredaron de su padre Migasa, con sede en Dos Hermanas, el mayor exportador de aceites refinados de España. Vende a 90 países y factura cerca de 1.100 millones (2017).                                Es dueña de las marcas de aceite La Masía, Rafael Salgado, Mueleoliva, Ybarra (50%), Romería y Sabroso. También fabrica harinas, mayonesas, salsas y conservas de verduras.                                Migasa posee sus propias fincas, almazaras, extractoras de orujo, molturadoras, refinerías y una participación en una planta de cogeneración (Málaga).                                Miguel Gallego, preside Migasa y controla su participación (33,3%) a través de Lando Inversiones, que también invierte en inmobiliarias, guarderías y la finca Hacienda Orán.                            ",Andalucía,Familia
162,Josep Ferrer i Sala y familia,Propietarios de Freixenet,300,133,81,46,0,0,0,"Vino, Alimentación",Freixenet,"Josep Ferrer i Sala es el único miembro de la segunda generación que sigue con vida de los fundadores de Freixenet, primer productor de cava de España.                                Ferrer (42%) ha intentado en reiteradas ocasiones adquirir la parte del grupo que controlan las otras dos ramas familiares, los Hevia (29%) y los Bonet (29%).                                La bodega factura un 80% fuera de España, para un total de 530 millones (2016), y emplea a 1.800 personas. La deuda bancaria asciende a 323 millones (2016).                                Su sobrino José Luis Bonet preside el Grupo Freixenet y la Cámara de Comercio de España, puesto desde el que ha defendido la unidad de España durante la ""catástrofe"" separatista.                            ",Cataluña,Familia
161,Familia Alvargonzález Figaredo,Propietarios de Ership Alvargonzález,300,164,80,4,0.4,11.1,30,Transporte,Alvargonzález,"La compañía marítima Ership es la cabecera de los negocios del grupo familiar Alvargonzález. Opera en cerca de 40 de puertos, principalmente en España y en Latinoamérica.                                Está liderado por Romualdo y Gonzalo Alvargonzález Figaredo, dos de los 11 hijos de Juan Alvargonzález, histórico empresario gijonés, y Dominica Figaredo (fallecidos en 2013 y 2016, respectivamente).                                Los hermanos Alvargonzález son primos de Rodrigo Rato Figaredo, ex ministro y presidente de Bankia. Dos de ellos, Juan y Gonzalo, salieron en su ayuda cuando la Audiencia Nacional bloqueó los bienes.                                Ership mueve un negocio de 133 millones (2016) tiene sede en Madrid y se dedica a la gestión de puertos (consignación de buques, estiba y aduanas). Su naviera, domiciliada en Gijón, se compone de ocho grandes graneleros (bulkcarriers) y tankers.                            ",Asturias,NA
160,Familias Martos y Cotoner,Propietarios de Valcerrada Inversiones y Marzabal,300,143,79,33,15.4,0,0,Inmuebles,"Valcerrada de Inversiones, Marzábal","Los descendientes de la vasta saga de aristócratas Martos Zabálburu comparten la sociedad Valcerrada Inversiones, un hólding inmobiliario valorado en 190 millones.                                Valcerrada controla la sociedad Marzábal y regenta inmuebles en el centro de Madrid, Bilbao, Tudela y París. En 2016 vendió la sede de McKinsey, en la calle Sagasta de Madrid, por 42 millones.                                Angustias Martos Rodríguez San Pedro, Marta Cotoner y Martos (hermana del Marqués de Mondéjar), Pilar Güell Martos y Carmen Martos y Alzor representan a las ramas familiares en la sociedad.                                La sociedad Tilly, de Angustias Martos y sus hijos, aporta otras propiedades al patrimonio familiar y varias sicav.                                Valcerrada Inversores controla una parte del cotizado Monte del Pilar, una urbanización de lujo a las afueras de Madrid.                            ",Madrid,NA
159,José Ramón Beca Borrego y hermanos,Propietarios de Bekinsa,300,141,65,11,13.9,0,0,Inmuebles,Bekinsa,"Ejerce como consejero delegado de Bekinsa, la inmobiliaria familiar, una de las más asentadas de Sevilla y el noroeste andaluz.                                El origen del grupo se remonta a los años 40, cuando su padre, Pedro Beca Gutiérrez, creó una constructora. Bekinsa tiene inversiones inmobiliarias, hoteleras y agrícola-ganaderos en Andalucía, Extremadura, Portugal y Uruguay.                                Inició en diciembre de 2017 la construcción de 600 viviendas en Mijas (Jardines de Las Lagunas), en Málaga, con una inversión de 200 millones de euros.                                Entre 2006 y 2016, Rafael Beca (Sevilla, 1950) ocupó un sillón de consejero en Mapfre, donde llegó a ostentar el 0,015%. La familia es dueña de la sicav Almaro (40 millones).                                José Ramón Beca compitió como jinete en los JJOO de Seúl 88, Atlanta 96 y Sidney 2000, sigue en activo y su cuadra -Casa Nieves- es una de las más prestigiosas del país.                            ",Andalucía,NA
158,Familia Usó Ferrera,Socios de Coca Cola European Partners,300,161,78,13,76.3,20,50,"Alimentación, Bebidas",Coca Cola European Partners,"Tres ramas familiares se reparten Usó Ferrera Inversiones, socia de Olive Partners, la sociedad que controla el 34% de Coca Cola European Partners (CCEP), la embotelladora para Europa Occidental.                                Manuel Ferris Usó, hijo de María José Usó Ferreras, vela como consejero por los intereses familiares en Olive Partners.                                Dosval, de la que es socia, es dueña del solar de la histórica fábrica de Coca Cola en Alicante, demolida en 2017.                                La familia invierte además en dos sicav y en diversos inmuebles.                            ",Comunidad Valenciana,NA
157,Hermanos Juan,Dueños de Dulcesol,300,NA,77,12,0,NA,NA,Alimentación,Dulcesol,"Controlan Dulcesol, el primer fabricante en volumen de pastelería y bollería de España (143.000 toneladas), con un negocio de 319 millones (2016) y 2.100 empleados.                                La marca blanca supone un 60% de sus ventas. Fabrica para todos los supermercados de España, salvo Mercadona, con quien rompió en 2008.                                Exporta un 15% de lo que produce a Argelia, Francia, Italia, Marruecos, Portugal y Reino Unido. Con Auchan tiene acuerdos para vender en Europa del Este.                                La familia Juan creó la empresa en 1952 a partir de una pastelería de Gandía. Entre 1983 y 2014, Victoria Fernández, viuda del fundador, llevó las riendas del negocio, ahora en manos de sus tres hijos.                            ",Comunidad Valenciana,NA
156,Familia Pérez-Maura García Botín,Socios de Naviera A. Pérez y Cía,300,109,76,4,2.7,-25,-100,Transporte,Naviera A. Pérez y Cía,"En 2016, la naviera Pérez y Cía repartió un dividendo de 254,5 millones fruto de la venta del Grup Maritim TCB a la danesa Maersk, por 911 millones.                                La familia, con hondas raíces cántabras, tenía el 60,5% de TBC, el principal operador portuario de capital español, radicado en Barcelona y con concesiones en varios países.                                Gran parte de lo repartido recayó en la sociedad patrimonial Inversiones Los Arpeos, controlada por Álvaro y Ángel Pérez-Maura García Botín.                                Otra parte ha ido a parar a la sicav Nuevos Valores, presidida por Álvaro Pérez Maura, que suma un patrimonio de 40,4 millones.                                Parte de los hermanos, ajenos a la naviera, comparten negocios hoteleros en Canarias -El Hotel Puerto Calero, en Lanzarote- y otras sociedades.                            ",Cantabria,NA
155,Familia Martinavarro,Socios del Grupo Martinavarro,300,NA,75,11,4.6,NA,NA,"Alimentación, Agricultura",Martinavarro,"Son los reyes de la naranja. La familia Martinavarro, de Almanzora (Castellón), lleva desde los años 40 al frente del mayor exportador de cítricos de España.                                En 2016, el fondo catalán Miura compró el 25% del capital de Ebransar, cabecera del grupo, y las tres ramas propietarias se embolsaron 187 millones.                                Desde agosto de 2017, los Martinavarro lideran la nueva Citri&Co, tras aliarse con Rio Tinto Fruits (Huelva), de la familia Garavilla. Juntos alcanzan las 500.000 toneladas de cítricos y gestionan 8.000 hectáreas.                                Joaquín Ballester Martinavarro es dueño, por su parte, del Grupo Alimentario Citrus (GAC) y Verdifresh, proveedor de ensaladas de Mercadona, con seis plantas y 2.145 empleados, para un negocio de 240 millones (2016).                                Hace una década, Enrique Martinavarro Ferrer puso en marcha la gestora Auriga Capital Investments.                            ",Comunidad Valenciana,NA
